TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,ClusterKMeans
476.03,Credit,Houston,Branch,77,Retired,99,1,5958.34,1
141.91,Debit,Miami,Branch,23,Student,49,1,791.97,2
95.83,Debit,Washington,Online,27,Student,91,1,1726.4,2
51.15,Credit,Los Angeles,Branch,46,Engineer,199,1,8992.25,0
1192.2,Credit,Jacksonville,Branch,60,Retired,103,5,7816.41,4
50.75,Debit,Boston,ATM,62,Doctor,185,1,8271.47,0
185.07,Debit,Colorado Springs,Branch,22,Student,159,1,636.42,2
293.54,Debit,Sacramento,Online,40,Engineer,45,1,2290.1,2
23.38,Debit,Memphis,Branch,32,Engineer,89,1,9968.49,3
285.26,Debit,Atlanta,ATM,28,Student,93,1,167.72,2
129.48,Debit,Seattle,ATM,31,Engineer,179,1,7581.7,0
743.03,Debit,New York,ATM,50,Engineer,174,1,4111.38,4
297.86,Credit,Milwaukee,ATM,28,Student,96,1,1680.14,2
231.92,Debit,Indianapolis,ATM,66,Doctor,12,1,5715.08,1
295.82,Credit,Chicago,Branch,47,Engineer,46,1,5897.73,1
302.86,Debit,Los Angeles,Online,55,Doctor,275,1,5239.24,0
81.08,Debit,Omaha,ATM,58,Engineer,56,1,7788.91,1
775.6,Credit,Mesa,Branch,79,Retired,158,1,3898.64,4
178.43,Debit,Baltimore,Branch,26,Student,136,1,1214.93,2
211.91,Debit,Indianapolis,Online,20,Student,181,1,927.47,2
17.21,Debit,Omaha,Online,23,Student,219,1,914.16,0
124.22,Debit,Charlotte,ATM,23,Student,172,1,9695.04,3
38.37,Debit,San Antonio,ATM,63,Doctor,135,1,8647.04,1
269.79,Debit,San Jose,ATM,52,Engineer,17,1,1292.1,1
605.42,Debit,Mesa,ATM,21,Student,33,1,392.34,2
11.19,Debit,Austin,ATM,60,Engineer,40,1,9877.17,3
29.19,Credit,Nashville,Branch,58,Doctor,41,1,12059.85,3
701.7,Credit,Seattle,Online,61,Retired,64,1,6643.24,4
862.34,Debit,Kansas City,Branch,57,Doctor,72,1,9903.48,4
410.97,Debit,Los Angeles,ATM,22,Student,45,1,151.42,2
36.97,Debit,Virginia Beach,Branch,41,Engineer,79,1,2850.92,2
137.59,Debit,Nashville,ATM,30,Doctor,95,1,10679.67,3
168.11,Credit,New York,Online,51,Doctor,12,1,10652.13,3
430.98,Debit,Baltimore,Branch,24,Student,93,1,569.25,2
13.87,Debit,Phoenix,Branch,24,Student,20,1,954.83,2
642.68,Debit,Jacksonville,ATM,76,Retired,66,1,1831.2,4
175.07,Debit,Las Vegas,Online,28,Engineer,169,2,9274.64,3
302.82,Debit,Jacksonville,ATM,36,Engineer,175,1,9384.54,3
1647.74,Debit,Louisville,ATM,67,Retired,52,1,1483.84,4
406.81,Debit,New York,Online,66,Retired,84,1,1968.36,1
256.3,Debit,New York,Online,53,Retired,172,1,4203.05,0
80.96,Credit,Jacksonville,Online,19,Student,97,1,959.94,2
95.78,Debit,Atlanta,Online,22,Student,27,1,271.64,2
379.54,Credit,Indianapolis,Branch,41,Doctor,118,1,12571.76,3
903.19,Debit,El Paso,Online,22,Student,65,1,8627.08,4
142.19,Debit,Houston,Branch,18,Student,27,4,524.46,2
847.45,Debit,Jacksonville,Branch,28,Student,175,1,422.32,4
295.18,Credit,Dallas,Branch,66,Doctor,31,1,12961.53,3
18.46,Debit,Charlotte,Branch,68,Retired,213,1,6381.6,0
603.23,Debit,Detroit,Branch,28,Student,48,1,117.98,2
54.5,Credit,Philadelphia,Branch,57,Retired,147,1,1715.22,1
414.77,Debit,San Francisco,Online,29,Doctor,274,1,5599.81,0
886.19,Debit,Colorado Springs,Branch,61,Retired,69,1,7904.24,4
440.03,Debit,San Jose,Online,49,Engineer,88,1,1490.44,1
35.46,Debit,Nashville,ATM,56,Retired,285,1,1532.72,0
76.39,Debit,Denver,Branch,18,Student,219,1,5976.0,0
595.91,Credit,San Antonio,ATM,19,Student,162,1,1673.76,4
6.03,Debit,Chicago,Branch,76,Retired,70,1,3290.72,1
249.34,Debit,Charlotte,ATM,26,Engineer,197,1,3030.97,0
421.52,Debit,San Jose,Branch,20,Student,67,1,369.86,2
189.77,Debit,Raleigh,Branch,58,Engineer,24,1,6570.36,1
73.19,Debit,Atlanta,Branch,76,Retired,213,1,2264.98,0
188.13,Credit,Jacksonville,Online,75,Retired,198,1,5029.87,1
30.52,Debit,Jacksonville,Branch,62,Doctor,122,1,12327.74,3
1235.69,Credit,San Jose,Branch,20,Student,118,1,420.25,4
1159.39,Debit,Oklahoma City,Online,41,Doctor,150,1,6499.53,4
170.24,Debit,San Francisco,Branch,62,Retired,133,1,5172.99,1
56.62,Debit,Austin,Branch,54,Doctor,121,1,8981.1,3
53.14,Debit,Las Vegas,ATM,34,Doctor,70,1,7915.0,3
587.23,Debit,Omaha,Online,27,Student,144,1,500.84,4
146.15,Debit,Phoenix,Branch,43,Doctor,75,1,13784.4,3
21.27,Credit,Indianapolis,Online,62,Retired,114,1,7392.79,1
1397.59,Credit,Austin,ATM,26,Student,144,1,1134.79,4
76.02,Credit,Albuquerque,Online,34,Doctor,189,1,14765.41,3
170.19,Credit,Los Angeles,Branch,27,Student,156,5,745.87,2
155.51,Debit,Raleigh,ATM,68,Doctor,15,1,5360.19,1
135.15,Debit,Colorado Springs,Online,72,Retired,50,1,5878.14,1
39.48,Debit,Omaha,ATM,56,Retired,38,1,5889.51,1
451.68,Debit,Houston,Online,33,Engineer,15,1,4381.54,2
19.11,Credit,Colorado Springs,Online,49,Engineer,160,1,8478.46,3
355.0,Credit,Fort Worth,Online,26,Student,33,1,185.47,2
427.69,Debit,Raleigh,ATM,43,Engineer,236,1,2443.54,0
254.86,Debit,Boston,Branch,23,Student,102,1,699.9,2
19.48,Debit,Dallas,ATM,27,Engineer,114,1,4739.59,2
190.17,Debit,Baltimore,ATM,49,Doctor,265,1,12893.85,0
91.38,Debit,Jacksonville,ATM,65,Retired,179,1,2402.58,1
206.63,Credit,Oklahoma City,Online,59,Retired,128,1,7626.53,1
93.22,Debit,Charlotte,Online,52,Retired,52,1,1014.63,1
547.98,Debit,Oklahoma City,ATM,28,Student,171,1,1358.54,4
641.06,Debit,Colorado Springs,ATM,23,Student,25,1,1602.13,4
314.55,Credit,Dallas,Branch,27,Student,19,2,1105.89,2
836.45,Debit,Virginia Beach,Online,61,Retired,63,1,1731.89,4
1095.09,Debit,San Francisco,ATM,29,Engineer,52,1,8692.47,4
189.45,Credit,Boston,Branch,53,Doctor,62,1,12578.75,3
91.84,Credit,Mesa,Branch,67,Retired,80,1,1712.41,1
609.52,Debit,Washington,ATM,78,Retired,169,1,3485.03,4
859.3,Credit,Colorado Springs,Branch,78,Retired,68,1,1146.78,4
100.01,Debit,Philadelphia,ATM,50,Doctor,63,1,6393.12,1
28.78,Credit,Tucson,Online,40,Doctor,51,1,680.55,2
111.08,Debit,Chicago,Online,70,Doctor,83,1,7037.34,1
470.96,Credit,Indianapolis,Online,69,Doctor,124,2,12991.03,3
52.23,Credit,San Francisco,Branch,28,Student,96,1,105.01,2
78.62,Debit,Oklahoma City,Branch,32,Doctor,52,1,1360.85,2
47.79,Debit,Denver,Branch,25,Student,37,1,1649.92,2
333.97,Debit,Fresno,Branch,52,Doctor,45,1,5237.36,1
30.87,Debit,Fresno,ATM,33,Doctor,295,1,14348.65,0
710.43,Debit,San Diego,Online,67,Retired,115,1,5625.55,4
220.23,Debit,Milwaukee,ATM,41,Engineer,48,1,3438.02,2
27.28,Debit,Atlanta,ATM,29,Doctor,96,1,10668.24,3
101.52,Debit,Tucson,ATM,49,Engineer,98,1,2018.9,1
162.65,Debit,New York,ATM,59,Engineer,147,1,9500.95,3
10.52,Debit,Kansas City,ATM,55,Retired,30,1,2472.99,1
270.72,Debit,Los Angeles,Branch,38,Doctor,37,1,6522.47,3
202.34,Debit,New York,Online,20,Student,134,1,1223.45,2
247.58,Debit,San Antonio,ATM,39,Engineer,152,1,778.74,2
686.17,Debit,Denver,ATM,61,Retired,96,1,2246.15,4
359.65,Credit,Jacksonville,Online,25,Student,289,1,219.53,0
109.91,Debit,Seattle,Branch,38,Doctor,90,1,12896.06,3
215.72,Credit,Columbus,Branch,30,Engineer,137,1,8697.11,3
490.76,Debit,Columbus,Online,66,Retired,156,1,6414.11,1
224.28,Debit,Chicago,Online,64,Retired,68,1,5767.51,1
614.03,Debit,Dallas,ATM,68,Retired,51,1,2815.86,4
608.79,Debit,Fort Worth,Online,55,Engineer,157,1,2991.17,4
186.55,Debit,Philadelphia,Branch,48,Engineer,288,1,224.65,0
840.16,Credit,Colorado Springs,Branch,20,Student,68,1,1236.76,4
203.34,Debit,Phoenix,ATM,60,Doctor,66,1,13586.99,3
90.88,Debit,Colorado Springs,ATM,26,Engineer,284,1,7117.35,0
60.11,Credit,Albuquerque,Branch,61,Retired,122,1,7235.87,1
393.92,Debit,Memphis,Branch,72,Retired,47,1,7318.64,1
19.39,Debit,Colorado Springs,ATM,43,Doctor,45,1,9847.6,3
557.41,Credit,Washington,Online,80,Retired,49,1,2968.75,1
57.07,Credit,Boston,Online,31,Doctor,99,1,9323.71,3
395.27,Credit,Miami,Online,18,Student,167,1,1764.08,2
289.05,Debit,New York,ATM,75,Retired,116,1,5683.49,1
46.11,Debit,San Francisco,Online,33,Doctor,233,1,5225.73,0
335.5,Debit,Sacramento,ATM,63,Retired,47,1,6445.4,1
388.07,Debit,Seattle,Online,24,Student,68,1,289.71,2
520.86,Credit,Sacramento,Online,51,Engineer,66,1,9200.74,3
787.41,Debit,Memphis,Online,25,Student,39,1,300.87,4
31.7,Credit,Raleigh,ATM,48,Doctor,121,1,743.9,2
22.3,Debit,Philadelphia,ATM,21,Student,90,1,1200.35,2
203.12,Debit,San Jose,ATM,56,Retired,181,1,1562.39,0
315.94,Credit,Raleigh,Branch,49,Doctor,172,1,7719.71,0
192.23,Debit,Albuquerque,Online,54,Engineer,39,3,2610.67,1
1510.71,Debit,Oklahoma City,Online,66,Retired,51,1,2060.02,4
0.26,Debit,Oklahoma City,Online,20,Student,173,1,1833.67,2
210.77,Debit,Mesa,ATM,71,Retired,161,1,5396.65,1
406.65,Debit,Mesa,ATM,57,Doctor,107,1,12995.7,3
422.9,Debit,Tucson,ATM,40,Engineer,111,1,7616.43,3
20.62,Credit,Philadelphia,ATM,35,Doctor,225,1,12500.8,3
174.39,Debit,San Francisco,ATM,19,Student,36,1,1127.08,2
7.86,Credit,Sacramento,Branch,76,Retired,91,1,3621.98,1
61.98,Debit,Denver,Online,49,Engineer,44,1,5212.28,1
54.85,Credit,San Francisco,Branch,58,Retired,40,1,2727.45,1
204.7,Debit,Oklahoma City,Branch,49,Doctor,95,5,5117.03,1
16.55,Debit,Tucson,Branch,26,Engineer,159,1,6089.79,2
91.32,Debit,Milwaukee,Branch,58,Engineer,77,1,2618.1,1
195.49,Debit,Memphis,ATM,31,Doctor,212,1,11988.12,3
49.62,Debit,Portland,ATM,55,Engineer,111,1,3841.42,1
487.16,Credit,Los Angeles,Branch,28,Student,84,1,321.21,2
405.6,Debit,Tucson,Online,37,Engineer,44,1,9754.73,3
512.95,Debit,Columbus,Branch,57,Engineer,143,1,9584.52,3
345.94,Debit,Portland,ATM,31,Doctor,163,1,7624.56,3
356.56,Debit,New York,Online,47,Engineer,52,1,2485.73,1
10.31,Debit,Louisville,Online,36,Engineer,280,1,2137.9,0
211.69,Debit,Atlanta,Branch,30,Doctor,111,1,6412.85,3
221.49,Credit,Oklahoma City,Branch,23,Student,196,1,707.25,2
278.23,Debit,Fresno,Online,48,Engineer,83,1,8300.54,3
116.88,Debit,Memphis,ATM,45,Doctor,263,1,7717.34,0
328.77,Credit,San Diego,Online,39,Doctor,247,1,6967.03,0
77.53,Debit,Louisville,Branch,54,Retired,55,1,5158.6,1
421.74,Debit,San Jose,Online,67,Doctor,103,1,12031.14,3
313.69,Debit,Oklahoma City,Branch,73,Retired,152,1,7093.68,1
411.72,Debit,Washington,Branch,29,Doctor,153,1,8539.86,3
508.73,Debit,Chicago,Branch,59,Retired,89,1,7640.57,1
153.08,Debit,Omaha,ATM,24,Student,201,1,1292.21,2
23.01,Debit,Las Vegas,Branch,63,Retired,166,1,5958.75,1
69.28,Debit,Los Angeles,Online,25,Student,129,1,708.74,2
51.25,Credit,Austin,Branch,28,Student,66,1,1744.4,2
407.65,Debit,Denver,ATM,25,Student,263,1,273.78,0
459.25,Debit,Tucson,Branch,25,Student,59,1,130.76,2
301.56,Debit,Seattle,Branch,49,Doctor,118,1,10389.6,3
17.67,Debit,San Diego,Online,63,Doctor,91,1,1048.18,1
5.29,Credit,San Francisco,Online,32,Doctor,132,1,12896.68,3
401.37,Debit,Los Angeles,Branch,43,Engineer,251,1,8208.54,0
145.4,Debit,Tucson,Online,38,Engineer,24,1,5244.49,2
556.34,Debit,Seattle,Online,37,Doctor,46,1,11935.14,3
34.31,Debit,Philadelphia,ATM,24,Student,251,1,1484.76,0
780.59,Credit,Tucson,Online,23,Student,145,1,6513.34,4
282.65,Debit,Fort Worth,ATM,35,Doctor,161,1,13801.15,3
305.27,Debit,Las Vegas,Online,68,Doctor,147,1,12958.65,3
185.81,Debit,Austin,Online,32,Doctor,116,1,9588.71,3
66.01,Debit,Milwaukee,Online,49,Engineer,179,1,3475.99,0
447.95,Debit,Tucson,Branch,29,Engineer,75,1,7544.4,3
279.3,Debit,Oklahoma City,ATM,19,Student,48,1,1193.61,2
26.75,Debit,Indianapolis,Online,33,Doctor,27,1,12063.77,3
611.15,Debit,Detroit,ATM,27,Student,121,1,892.83,4
275.2,Debit,New York,Online,54,Engineer,81,1,1230.12,1
427.79,Debit,San Jose,Branch,18,Student,189,1,1479.67,2
469.13,Credit,San Antonio,ATM,54,Doctor,139,1,1265.28,4
102.81,Debit,Seattle,Branch,76,Retired,47,1,3228.87,1
22.61,Debit,Seattle,Online,19,Student,145,1,1111.67,2
68.28,Debit,Boston,Online,56,Engineer,293,1,3213.16,0
33.65,Credit,New York,Online,63,Doctor,146,1,12719.93,3
362.68,Credit,Miami,ATM,63,Retired,137,1,2040.77,1
73.23,Debit,San Francisco,Branch,20,Student,172,1,1309.85,2
654.49,Credit,Austin,Online,25,Student,104,1,164.61,4
18.56,Credit,Memphis,Branch,49,Engineer,161,1,4230.37,0
389.05,Debit,Dallas,ATM,27,Student,41,1,761.0,2
7.38,Debit,Houston,Online,67,Retired,105,1,2923.83,1
109.48,Debit,Baltimore,Online,61,Retired,93,1,7372.47,1
66.91,Debit,Seattle,ATM,39,Doctor,85,1,871.1,2
335.48,Debit,Oklahoma City,Branch,45,Engineer,155,1,3023.16,0
38.14,Debit,Albuquerque,Online,19,Student,174,1,1119.21,2
1076.98,Debit,Detroit,Branch,60,Doctor,173,1,11833.73,4
360.02,Debit,Dallas,Online,68,Retired,68,1,6400.59,1
567.71,Debit,Memphis,Online,63,Doctor,80,1,13884.24,3
218.19,Debit,Austin,ATM,19,Student,185,1,620.83,2
209.99,Debit,Denver,ATM,19,Student,40,1,1938.01,2
11.02,Debit,Tucson,Branch,19,Student,280,1,964.79,0
83.43,Debit,New York,Online,56,Retired,109,1,1870.16,1
344.97,Debit,Austin,Online,34,Doctor,106,1,5577.94,2
172.29,Debit,El Paso,ATM,36,Engineer,283,1,8700.8,0
195.54,Debit,Omaha,Online,60,Retired,255,1,2794.66,0
101.23,Debit,Colorado Springs,Online,45,Engineer,87,1,6169.71,1
180.46,Debit,Fresno,ATM,25,Student,34,1,831.75,2
692.55,Debit,Charlotte,Branch,53,Retired,109,1,2451.56,4
147.31,Credit,Mesa,Online,34,Doctor,92,1,13625.52,3
107.48,Debit,Los Angeles,Branch,20,Student,103,1,1379.39,2
1831.02,Credit,Columbus,Online,62,Doctor,83,1,11498.01,4
81.51,Debit,Washington,Branch,25,Student,97,1,865.49,2
365.48,Credit,Seattle,Online,76,Retired,216,1,7147.4,0
491.1,Credit,Houston,Online,35,Engineer,125,1,7833.85,4
452.8,Debit,Los Angeles,Branch,80,Retired,151,1,4840.67,1
645.04,Debit,Memphis,Branch,70,Retired,78,1,7361.47,4
169.28,Debit,Philadelphia,Branch,45,Doctor,114,1,5128.44,1
88.42,Debit,El Paso,ATM,62,Doctor,91,1,12381.45,3
155.53,Debit,Baltimore,ATM,29,Engineer,66,1,4008.05,2
991.82,Debit,Milwaukee,Online,43,Engineer,300,1,3493.13,4
39.24,Debit,Dallas,ATM,77,Retired,106,1,6462.41,1
152.01,Debit,Fort Worth,ATM,42,Engineer,111,3,4625.12,1
78.77,Credit,Las Vegas,ATM,48,Engineer,50,1,6470.57,1
26.5,Debit,Indianapolis,Online,48,Engineer,179,1,4854.83,0
83.62,Debit,Raleigh,ATM,48,Doctor,146,1,12652.22,3
142.78,Debit,San Diego,Branch,68,Doctor,150,1,11705.88,3
55.99,Debit,El Paso,ATM,35,Doctor,95,1,932.61,2
774.48,Debit,Louisville,Branch,61,Doctor,31,1,11613.58,4
105.37,Debit,Sacramento,ATM,25,Student,160,1,1068.55,2
118.83,Debit,Virginia Beach,Online,28,Student,295,1,1616.3,0
46.22,Debit,San Jose,Branch,23,Student,217,1,471.28,0
659.71,Credit,San Jose,Branch,21,Student,148,1,106.86,4
377.97,Debit,Miami,Online,72,Retired,160,1,2457.1,1
114.1,Debit,Boston,Branch,69,Retired,148,1,5882.12,1
11.3,Credit,Louisville,Online,55,Retired,41,1,1938.99,1
95.5,Debit,Omaha,Online,57,Retired,17,1,4079.09,1
130.93,Credit,Houston,Branch,28,Engineer,149,1,860.12,2
272.97,Debit,Boston,Online,68,Retired,174,1,7811.31,1
73.35,Debit,San Francisco,Branch,24,Student,47,1,1181.84,2
29.94,Debit,San Francisco,ATM,58,Doctor,243,1,10915.54,0
307.24,Debit,San Jose,ATM,19,Student,136,2,1670.72,2
50.52,Debit,Boston,Online,20,Student,140,1,1121.19,2
820.46,Credit,Fort Worth,Online,53,Engineer,243,1,5621.86,4
153.07,Debit,Detroit,ATM,56,Engineer,116,1,8873.43,3
52.94,Debit,Tucson,Branch,41,Doctor,146,1,6990.92,3
384.41,Debit,Jacksonville,ATM,60,Engineer,65,1,7831.56,1
235.42,Debit,Phoenix,Branch,51,Retired,175,1,6173.23,0
114.23,Debit,Dallas,ATM,56,Doctor,64,1,9523.72,3
12.62,Debit,El Paso,Branch,33,Doctor,61,1,6420.47,3
997.37,Debit,Fort Worth,ATM,23,Student,145,1,1146.09,4
373.52,Debit,Colorado Springs,ATM,35,Engineer,235,1,6430.41,0
336.05,Debit,San Antonio,Branch,28,Student,164,1,1635.05,2
366.93,Debit,Houston,Online,66,Retired,33,1,6697.79,1
112.27,Debit,Seattle,Branch,58,Doctor,102,1,7369.89,1
494.96,Debit,Sacramento,ATM,40,Engineer,132,1,6903.68,4
561.58,Debit,Sacramento,Online,65,Doctor,23,1,11748.86,3
440.94,Debit,San Antonio,Online,42,Doctor,148,1,7303.23,3
71.9,Debit,Los Angeles,Branch,29,Doctor,51,1,10619.35,3
256.66,Credit,Raleigh,Online,54,Retired,137,1,1794.5,1
166.55,Credit,Houston,Branch,59,Doctor,99,1,12970.21,3
276.26,Debit,Louisville,Branch,56,Doctor,143,1,120.89,1
35.46,Debit,Indianapolis,ATM,67,Doctor,164,1,5692.31,1
38.14,Debit,Portland,Branch,50,Engineer,165,1,9879.87,3
506.26,Credit,Baltimore,ATM,64,Retired,86,1,6266.65,1
736.32,Debit,Indianapolis,Online,31,Doctor,28,1,14268.95,4
389.43,Credit,Austin,ATM,52,Engineer,151,1,6449.83,1
25.58,Debit,Omaha,ATM,60,Engineer,166,1,6741.41,1
446.1,Debit,Seattle,ATM,25,Student,243,1,1008.44,0
147.74,Debit,Raleigh,Branch,23,Student,15,1,1711.78,2
1228.81,Debit,San Francisco,ATM,26,Student,254,1,1821.0,4
46.23,Debit,Fresno,Online,77,Retired,282,1,5107.75,0
265.37,Debit,Washington,Branch,33,Engineer,77,1,5229.95,2
342.57,Debit,Boston,Online,20,Student,91,1,339.16,2
417.26,Credit,New York,Online,32,Doctor,45,1,10442.48,3
33.63,Debit,Columbus,Online,63,Retired,76,1,4324.4,1
64.58,Debit,El Paso,Branch,55,Retired,173,1,6292.29,0
23.23,Credit,Miami,Branch,21,Student,122,1,269.01,2
160.52,Credit,Jacksonville,ATM,78,Retired,112,1,5379.25,1
278.88,Debit,Kansas City,Branch,64,Doctor,179,2,1334.09,1
285.49,Credit,Charlotte,Branch,53,Doctor,109,1,6366.84,1
71.87,Debit,Nashville,ATM,22,Student,258,1,1839.1,0
308.8,Debit,Baltimore,ATM,53,Retired,41,1,3966.54,1
135.35,Debit,Houston,Branch,33,Engineer,82,1,9983.36,3
288.43,Debit,Phoenix,Branch,66,Retired,72,1,4577.09,1
147.46,Credit,Albuquerque,Online,65,Doctor,205,1,7458.03,0
214.15,Debit,Detroit,Branch,32,Engineer,217,1,6397.29,0
71.34,Debit,Miami,Online,49,Engineer,144,3,6345.03,1
170.36,Debit,Indianapolis,ATM,30,Doctor,118,1,6034.73,2
965.66,Debit,Raleigh,ATM,53,Engineer,32,1,765.81,4
736.53,Debit,Philadelphia,ATM,55,Engineer,120,1,9826.26,4
213.42,Debit,Columbus,ATM,45,Engineer,17,1,3736.38,1
94.09,Debit,Miami,Branch,27,Student,203,1,646.85,2
91.23,Debit,Boston,ATM,72,Retired,86,1,6385.12,1
263.92,Credit,San Diego,Branch,57,Retired,233,1,4161.71,0
77.5,Credit,Fort Worth,Online,51,Doctor,201,1,11079.77,3
3.65,Debit,Miami,Online,69,Doctor,146,1,10017.11,3
43.88,Credit,Seattle,Online,26,Student,251,1,1644.09,0
591.98,Debit,El Paso,ATM,28,Student,132,1,387.65,4
224.79,Debit,Boston,Online,18,Student,129,1,528.38,2
64.3,Debit,Louisville,ATM,55,Retired,67,1,7530.3,1
111.79,Debit,Jacksonville,Online,62,Doctor,49,1,10887.59,3
927.16,Debit,San Francisco,ATM,59,Retired,153,1,7104.61,4
613.7,Credit,Fort Worth,Branch,61,Retired,37,1,7307.11,4
26.07,Debit,Baltimore,Branch,20,Student,19,3,349.98,2
170.45,Debit,San Francisco,Branch,60,Engineer,199,1,2284.41,0
344.27,Debit,San Antonio,Branch,22,Student,123,1,1918.36,2
872.72,Debit,Washington,Online,22,Student,288,1,503.01,4
292.95,Debit,Memphis,Branch,37,Engineer,56,1,1216.91,2
28.44,Debit,Fresno,ATM,18,Student,243,1,1071.04,0
209.02,Debit,El Paso,ATM,21,Student,74,1,187.9,2
20.05,Debit,Chicago,ATM,72,Retired,171,1,7145.67,1
175.02,Debit,Phoenix,Online,28,Student,71,1,1493.88,2
89.5,Credit,Louisville,Branch,41,Engineer,134,1,8658.95,3
69.96,Debit,Baltimore,Branch,28,Student,31,1,164.12,2
146.51,Debit,Albuquerque,ATM,53,Engineer,68,1,7089.9,1
376.78,Credit,Nashville,Online,21,Student,88,1,841.65,2
148.54,Credit,Columbus,Branch,71,Retired,107,1,5677.05,1
388.77,Credit,Jacksonville,Online,26,Student,30,1,1658.49,2
100.38,Debit,Seattle,Branch,63,Doctor,49,1,10171.68,3
137.23,Debit,Fresno,Branch,64,Doctor,63,1,13847.99,3
870.3,Debit,San Jose,ATM,51,Retired,229,1,3688.98,4
458.94,Debit,Detroit,Branch,52,Engineer,180,1,5619.95,0
327.35,Credit,Memphis,Branch,20,Student,175,1,342.08,2
757.15,Debit,Raleigh,Online,53,Engineer,38,1,4702.86,4
5.64,Debit,Boston,Online,59,Doctor,47,1,12703.24,3
47.23,Credit,Memphis,Online,73,Retired,160,1,6659.81,1
239.41,Credit,Baltimore,Online,42,Doctor,248,1,7860.65,0
7.48,Debit,San Antonio,ATM,55,Engineer,29,1,1275.2,1
170.97,Debit,Nashville,Branch,26,Student,292,1,1265.27,0
262.43,Credit,San Diego,Online,37,Doctor,274,5,12841.01,0
659.15,Debit,Boston,ATM,22,Student,204,1,1241.59,4
31.53,Debit,Kansas City,Online,25,Student,283,1,874.93,0
111.66,Credit,Washington,Online,48,Engineer,140,1,5716.72,1
250.01,Debit,Kansas City,ATM,62,Retired,88,1,1541.48,1
554.15,Debit,Raleigh,ATM,49,Doctor,108,1,14817.22,3
598.66,Credit,Charlotte,Branch,32,Engineer,222,1,2587.11,0
28.38,Debit,Sacramento,Branch,55,Doctor,98,1,173.7,1
16.8,Debit,San Diego,ATM,49,Doctor,94,1,11847.07,3
896.79,Debit,Dallas,Online,33,Doctor,168,1,11146.74,4
159.0,Debit,Las Vegas,ATM,49,Engineer,38,1,369.79,1
56.31,Credit,Houston,Online,75,Retired,195,1,6396.08,1
203.99,Debit,Philadelphia,Online,52,Retired,215,1,4840.31,0
50.99,Debit,Detroit,Branch,29,Doctor,76,1,1334.6,2
101.28,Credit,Chicago,Online,32,Engineer,75,1,2774.35,2
299.92,Debit,Denver,ATM,27,Student,122,1,1368.0,2
77.54,Debit,Phoenix,Online,67,Retired,73,1,4536.38,1
18.35,Debit,Nashville,Branch,21,Student,78,1,1293.39,2
732.53,Credit,San Jose,ATM,26,Student,116,1,441.54,4
65.11,Debit,Nashville,ATM,34,Engineer,150,1,8485.14,3
67.07,Credit,Los Angeles,ATM,24,Student,56,1,999.62,2
137.48,Debit,Seattle,Branch,55,Doctor,47,1,14273.42,3
398.36,Debit,Columbus,ATM,22,Student,56,1,1863.7,2
469.46,Debit,New York,ATM,20,Student,149,1,8640.56,3
37.58,Debit,Indianapolis,ATM,57,Doctor,182,1,259.44,0
160.24,Debit,Washington,ATM,31,Engineer,15,1,5526.97,2
315.39,Credit,New York,Branch,23,Student,93,1,929.6,2
434.17,Debit,Atlanta,ATM,21,Student,148,5,5335.44,2
165.91,Debit,Jacksonville,ATM,26,Student,84,1,587.12,2
211.36,Debit,San Francisco,Branch,47,Engineer,194,1,4760.34,0
241.45,Debit,Portland,Online,26,Student,158,1,1594.04,2
23.24,Debit,Indianapolis,Branch,68,Doctor,129,1,13777.79,3
70.88,Credit,Omaha,Branch,74,Retired,176,1,1794.65,1
1143.67,Debit,Atlanta,Online,66,Retired,111,1,7677.76,4
314.52,Debit,Memphis,ATM,80,Retired,229,1,7071.32,0
181.81,Credit,Austin,Online,78,Retired,122,1,7525.73,1
854.64,Debit,Fort Worth,Branch,56,Retired,118,1,2989.25,4
261.19,Debit,Oklahoma City,ATM,64,Retired,52,1,7620.6,1
220.68,Credit,Raleigh,Online,71,Retired,217,1,5549.2,0
11.86,Debit,Sacramento,Branch,31,Engineer,129,1,6782.61,3
122.65,Debit,Columbus,Online,28,Student,41,1,1968.51,2
395.16,Debit,Milwaukee,Online,56,Retired,17,1,5340.73,1
704.69,Debit,Las Vegas,Online,51,Retired,150,1,3267.84,4
369.89,Debit,San Antonio,ATM,69,Retired,69,1,6941.47,1
10.92,Debit,Jacksonville,ATM,67,Retired,268,1,7567.2,0
199.14,Debit,Seattle,Branch,31,Engineer,36,1,7001.25,3
109.43,Debit,Denver,ATM,70,Retired,140,1,1983.65,1
304.15,Debit,Atlanta,Branch,20,Student,40,1,686.91,2
620.54,Credit,Omaha,Branch,28,Student,98,1,213.36,4
757.79,Debit,Charlotte,Online,22,Student,117,1,1443.02,4
122.81,Debit,San Jose,Branch,52,Doctor,12,1,8450.84,3
96.25,Debit,Houston,Online,61,Retired,171,1,7996.7,1
1431.33,Debit,Charlotte,ATM,30,Doctor,49,1,5567.98,4
142.55,Debit,Kansas City,Online,67,Doctor,97,1,1262.68,1
35.94,Credit,Fresno,Branch,23,Student,141,1,1697.28,2
24.86,Debit,Jacksonville,Branch,58,Engineer,292,1,2591.65,0
103.08,Debit,San Francisco,Online,60,Doctor,109,1,12002.16,3
116.27,Debit,Portland,Online,57,Engineer,94,1,8726.92,3
